Date,Country,Region,Plastic_Waste_Tons,Plastic_Recycled_Tons,Burned_Waste_Tons,Illegal_Dumping_Cases,Trees_Cut,Deforestation_Area_Ha,Forest_Fires_Reported
2023/3/12,USA,Rural,595.01,421.32,2290.01,3,948,7.56,2
2021/5/19,Nigeria,Rural,1811.92,738,614.25,3,602,13.69,3
2023/3/31,Indonesia,Urban,2790.17,561.82,3362.8,2,699,6.82,2
2023/5/2,Philippines,Coastal,840.28,499.8,656.46,3,440,17.74,2
2020/3/22,India,Mountain,2352.43,228,384.82,2,164,6.34,1
2023/6/22,Philippines,Coastal,4685.56,158.11,1434.78,5,624,3.17,3
2020/6/16,Russia,Suburban,1089.97,631.86,220.91,2,393,3.79,0
2022/5/8,Nigeria,Forest,687.73,718.46,164.16,3,459,18.72,1
2023/9/8,Russia,Urban,1509.49,275.12,2980.66,1,595,9.37,2
2023/4/10,Brazil,Urban,1739.65,319.97,508.47,4,427,8.36,1
2023/3/3,India,Suburban,3515.93,716.95,1649.83,0,813,1.84,1
2022/12/6,Brazil,Mountain,1470.89,221.09,3830.66,1,505,14.8,2
2021/10/9,China,Mountain,1174.08,1366.2,1064.48,6,472,14.05,2
2021/6/18,USA,Coastal,671.75,922.02,1607.33,3,493,7.83,2
2021/2/22,Mexico,Coastal,313.09,272.29,161.65,4,246,13.99,1
2023/10/3,Mexico,Rural,494.42,883.28,463.32,5,917,7.67,1
2024/1/6,Mexico,Coastal,491.49,227.48,3328.57,8,412,1.93,1
2021/10/5,Philippines,Coastal,1353.5,1149.7,751.32,7,459,14.89,0
2021/5/3,Philippines,Forest,381.83,238.02,271.75,3,813,19.32,1
2021/6/27,USA,Suburban,1597.55,523.67,1543.92,3,623,13.14,1
2022/3/21,Germany,Urban,5374.54,666.82,2658.79,1,443,5.89,0
2020/9/25,Nigeria,Coastal,3585.12,1861.57,658.36,7,786,5.76,2
2023/10/7,Russia,Rural,1343.08,255.94,1546.95,8,558,18.62,1
2023/8/14,Germany,Coastal,7685.15,244.26,2042.64,1,917,6.41,0
2021/9/6,Philippines,Forest,1744.29,97.56,871.89,5,615,15.48,2
2022/7/25,Mexico,Mountain,1935.7,2286.3,764.58,3,720,13.04,0
2021/10/9,Indonesia,Forest,1487.16,602.33,3731.65,5,343,12.06,1
2020/5/28,Nigeria,Rural,1624.74,1392.13,298.78,2,931,4.03,0
2020/1/20,India,Mountain,1058.94,326.04,1145.24,3,74,1.17,2
2022/7/27,Germany,Urban,1358.69,358.94,937.31,4,286,10.03,1
2023/6/26,Brazil,Rural,4459.91,558.88,931.38,6,510,19.77,0
2023/2/27,China,Rural,3848.44,574.43,1958.91,1,370,4.32,1
2020/7/23,Russia,Suburban,167.2,1035.66,1634.3,7,149,10.97,3
2020/5/30,Brazil,Coastal,429.94,618.39,1302.36,3,789,13.58,0
2023/1/6,Brazil,Rural,850.68,404.71,165.56,4,739,9.93,0
2021/3/12,Indonesia,Suburban,3189.95,2318.12,424.62,6,457,10.39,1
2022/11/2,Nigeria,Urban,3906.17,224.4,820.35,2,204,13.39,1
2021/6/27,China,Urban,2782.73,257.53,1109.35,0,483,16.39,0
2020/9/28,Nigeria,Suburban,592.7,228.13,3299.36,1,800,7,0
2021/12/15,Germany,Urban,1077.08,1068.69,1085.58,4,483,18.04,0
2020/5/20,USA,Rural,2381.64,860.61,1887.96,3,192,9.96,0
2021/5/15,Mexico,Forest,1375.26,501.83,968.42,3,578,13.41,0
2022/1/26,Germany,Rural,1228.09,214.74,1772.59,4,334,2.58,1
2021/8/6,Nigeria,Coastal,1242.74,664.27,1032.91,5,54,10.1,1
2020/11/19,Germany,Urban,3656.07,1191.95,355.11,1,572,0.81,1
2022/6/16,Brazil,Coastal,2555.6,1919.65,1599.96,7,769,8.12,2
2023/1/17,Germany,Suburban,1298.13,311.4,1475.73,6,485,1.56,0
2023/12/11,Germany,Urban,2124.15,500.17,228.59,2,467,17.99,1
2021/9/11,Nigeria,Coastal,517.07,853.58,968.44,3,130,13.62,0
2023/6/6,Brazil,Mountain,1078.82,400.61,960.45,4,594,15.94,1
2023/9/1,China,Mountain,3420.86,121.33,590.57,1,866,9.62,1
2022/12/19,India,Urban,356.56,502.57,333.21,4,426,17.11,1
2020/1/17,Brazil,Coastal,2577.82,143.47,1235.83,7,208,17.52,2
2023/9/29,India,Rural,164.83,1274.34,3074.88,1,835,7.46,2
2023/2/9,Nigeria,Suburban,4956.17,433.44,1717.02,3,676,7.85,3
2021/9/5,Brazil,Forest,1057.52,550.96,193.24,1,266,10.41,1
2023/9/20,Indonesia,Rural,2236.88,265.19,2904.33,4,822,1.32,1
2020/7/31,USA,Rural,1818.53,570.97,2606.1,4,719,19.92,0
2020/10/2,Mexico,Forest,1868.33,1582.14,626.41,2,94,7.5,1
2021/6/25,Indonesia,Forest,2096.45,1385.48,210.42,6,681,9.68,1
2020/8/24,Mexico,Coastal,290.25,173.74,650.31,3,264,15.22,1
2020/8/7,Indonesia,Forest,1897.13,506.28,694.71,4,560,6.3,1
2023/2/7,Nigeria,Mountain,1440.25,436.38,231.42,2,177,4.43,0
2020/11/14,Mexico,Forest,1062.44,410.46,1219.96,5,303,2.99,2
2021/7/11,Russia,Suburban,850.27,333.02,481.84,3,599,10.8,1
2021/7/31,Germany,Rural,1932.5,168.79,289.31,4,926,0.61,1
2023/5/23,USA,Suburban,695.8,2902.99,804.1,3,771,14.34,0
2021/3/7,Russia,Suburban,3379.63,2284.77,3011.77,3,401,9.5,0
2024/1/9,Indonesia,Suburban,2354.27,393.1,1980.88,6,655,10.87,2
2021/12/3,Indonesia,Urban,2019.53,655.92,1426.27,1,590,5.63,0
2021/2/20,Russia,Mountain,3284.43,1292.33,629.77,4,213,3.98,2
2023/11/8,Russia,Forest,240.74,654,233.82,1,698,14.15,0
2023/7/22,India,Suburban,500.41,361.96,340.53,1,584,4.6,2
2021/6/24,Philippines,Forest,2428.26,124.37,1892.96,4,180,15.71,1
2022/11/1,USA,Urban,894.34,589.96,477.62,3,647,4.47,0
2022/9/27,Germany,Coastal,995.29,146.35,1134.53,1,745,12.45,2
2021/5/29,Philippines,Rural,430.39,1500.32,1439.42,2,553,13.06,4
2020/4/14,Russia,Urban,697.6,566.07,178.94,2,473,10.36,0
2020/7/8,Russia,Coastal,3430.52,912.19,1007.87,2,798,19.94,1
2023/7/23,India,Rural,2388.1,423.6,1346.32,3,233,7.83,0
2022/5/17,USA,Suburban,1916.86,1155.63,3578.05,4,875,17.72,0
2021/7/20,USA,Forest,1028.5,304.38,1117.84,7,720,3.8,2
2020/3/31,China,Coastal,1829.19,755.16,1824.98,2,572,7.08,0
2020/1/8,Brazil,Urban,3634.2,408.19,641.95,7,603,3.33,0
2021/11/14,Philippines,Mountain,913.71,471.57,2174.93,0,284,12.27,1
2020/9/24,Brazil,Suburban,1621.9,1279.08,268.43,3,180,12.95,1
2023/7/28,Mexico,Urban,5157.31,262.91,1477.28,6,746,9.34,2
2021/6/20,Indonesia,Urban,2757.51,800.45,1161.24,2,63,14.54,1
2020/11/26,Nigeria,Mountain,1040.88,1639.51,2465.59,1,863,17.42,1
2022/6/23,Nigeria,Suburban,2605.2,1242.58,1443.87,2,815,15.64,0
2023/2/3,USA,Coastal,350.31,313.84,838.34,6,708,5.21,0
2023/12/16,Germany,Suburban,1572.41,895.58,2167.93,3,429,6.75,0
2022/5/25,Brazil,Suburban,2603.22,63.37,1426.9,2,109,7.92,1
2023/2/22,China,Coastal,2207.26,1313.33,384.08,6,976,4.47,0
2020/1/20,Germany,Urban,2585.73,3482.39,887.02,3,341,7.54,0
2020/8/17,Mexico,Urban,2991.7,762.02,336.15,1,209,5.14,2
2020/6/3,Nigeria,Coastal,2332.53,1701.82,1339.58,3,496,19.92,1
2023/11/16,Philippines,Suburban,2285.1,116.7,1459.79,4,587,15.77,1
2020/11/1,Russia,Mountain,1949.43,191.91,3203.04,5,626,17.27,1
2023/1/22,Philippines,Rural,624.34,422.06,870.83,5,435,18.48,1
2020/3/14,Russia,Mountain,3429.5,502.18,753.18,1,119,13.47,3
2022/1/26,Philippines,Forest,1616.12,766.17,200.53,2,431,3.93,3
2023/4/7,Brazil,Suburban,2710.38,315.45,870.23,7,734,15.29,0
2023/2/5,Nigeria,Urban,3195.14,662.05,788.98,3,274,0.8,1
2020/10/30,Nigeria,Coastal,1085.28,1277.09,1098.96,3,557,2.71,3
2022/5/30,Germany,Mountain,1166.31,892.85,769.19,2,714,1.08,0
2020/9/18,Philippines,Forest,1298.54,408.71,770.5,2,89,3.14,1
2020/3/26,Indonesia,Forest,3870.29,1082.68,1096.31,2,195,15.16,3
2021/9/23,China,Urban,757.97,391.52,927.75,4,415,17.77,0
2022/1/16,Philippines,Rural,4319.54,630.18,757.7,6,659,5.94,1
2020/3/22,Philippines,Rural,1933.51,1225.92,750.78,10,297,2.82,1
2022/1/2,Brazil,Forest,2035.75,489.72,3890.6,3,61,5.82,1
2021/3/6,Indonesia,Mountain,3099.19,143.67,731.97,3,585,13.12,3
2023/10/28,Nigeria,Forest,1775.17,614.52,831.06,2,786,7.33,0
2021/5/26,Brazil,Suburban,3455.31,1234.49,152.23,2,559,19.24,1
2023/9/27,USA,Urban,1084.07,1324.79,2180.81,6,294,3.05,2
2020/7/29,China,Urban,4228.52,182.6,54.34,1,220,19.81,0
2021/12/25,Brazil,Rural,1155.15,1047.98,401.15,4,81,0.74,0
2023/2/20,Indonesia,Forest,4335.16,462.42,1559.5,6,675,9.31,1
2022/4/12,Nigeria,Coastal,1180.93,1788.17,130.25,2,770,5.41,0
2023/6/25,Indonesia,Coastal,1328.71,147.59,545.97,3,864,11.54,1
2020/11/12,Mexico,Mountain,677.38,1032.03,982.21,1,478,2.38,1
2021/4/29,Russia,Mountain,858.96,415.38,916.43,5,84,17.58,3
2020/11/28,Russia,Suburban,1622.29,320.71,530.55,1,254,3.16,0
2020/12/28,Philippines,Rural,1987.69,1269.49,1832.38,3,939,11.95,0
2022/4/24,Indonesia,Urban,3287.75,1428.89,1917.44,3,433,1.15,1
2020/2/20,Philippines,Coastal,1405.39,37.06,1594.64,4,954,6.56,2
2021/1/2,Russia,Suburban,2210.71,1287.38,660.11,2,315,3.42,1
2021/11/11,Russia,Coastal,1890.92,547.14,1144.45,2,626,19.57,1
2022/4/23,Indonesia,Coastal,2386.68,599.01,590.51,4,492,0.73,1
2023/10/3,Germany,Suburban,971.48,137.32,4795.02,0,659,7.37,2
2021/5/23,Mexico,Coastal,1070.84,977.03,1303.8,3,746,6.4,0
2021/6/30,Indonesia,Rural,971.8,2954.91,663.66,3,799,13.32,2
2020/11/22,Mexico,Forest,3721.16,341.76,4199.55,7,534,1.6,0
2023/12/7,Indonesia,Coastal,4255.37,1535.17,739.81,3,519,16.31,0
2020/8/9,Germany,Urban,1033.09,579.19,1264.38,2,315,9.6,2
2022/2/22,China,Suburban,1050.57,356.1,1854.75,2,964,9.33,2
2020/3/20,Indonesia,Coastal,2624.59,104.67,614.15,1,793,4.92,1
2022/8/21,Indonesia,Mountain,4569.06,1704.33,573.43,1,158,10.06,1
2021/3/31,Nigeria,Urban,5226.36,645.43,2107.98,3,538,7.6,1
2021/2/12,Germany,Forest,994.13,375.2,1853.41,2,227,5.28,2
2022/7/31,Philippines,Coastal,1214.58,440.95,1849.14,3,298,3.79,0
2021/12/17,India,Rural,2063.63,1041.68,1467.63,6,885,14.7,1
2021/9/17,Nigeria,Rural,2136.81,374.58,3863.09,2,921,3.27,3
2021/4/11,India,Coastal,1448.51,212.57,1064.34,3,54,3.78,1
2021/4/1,Germany,Mountain,833.9,524.07,474.09,2,206,11.75,1
2020/2/18,Indonesia,Suburban,1624.26,509.14,308.07,3,279,4.91,1
2023/9/13,USA,Rural,5222.71,498.64,721.98,1,677,9.46,3
2021/1/30,Russia,Urban,1083.76,379.63,5.6,1,310,11.28,1
2022/3/27,Mexico,Suburban,1972.59,1575.99,2705.04,1,877,5.85,1
2021/11/3,Mexico,Mountain,7520.29,3741.06,1400.95,1,370,7.2,1
2021/7/24,Germany,Forest,1070.97,183.15,469.96,3,176,4.6,1
2020/5/22,Russia,Suburban,2711.07,26.99,2221.39,6,77,9.48,0
2021/7/25,Germany,Forest,5368.21,465.27,307.37,5,900,19.85,0
2021/12/20,Russia,Suburban,2551.4,34.17,395.31,3,559,7.57,0
2023/8/6,Germany,Suburban,3546.84,90.5,1094.12,3,277,13.24,0
2022/11/9,Germany,Rural,2966.15,347.99,2970.79,4,690,12.9,0
2022/3/29,Indonesia,Mountain,2411.08,1035.57,1388.91,2,590,15.84,0
2023/10/23,Brazil,Rural,4163.56,460.15,406.2,3,228,14.38,1
2023/1/3,Philippines,Forest,2652.25,14.19,480.6,5,725,0.73,2
2021/11/9,India,Rural,1460.09,454.37,1209.01,6,721,6.53,1
2020/2/26,USA,Mountain,1863.34,487.65,234.98,1,881,17.47,1
2020/8/24,China,Coastal,2189.37,495.44,261.77,4,959,11.02,1
2021/6/18,India,Forest,1208.69,1400.42,803.87,3,337,2.53,1
2020/12/31,China,Coastal,1925.75,1222.67,1673.6,4,543,5.88,3
2023/4/4,USA,Mountain,1727.34,623.23,1766.77,2,314,6.03,3
2021/6/27,Mexico,Forest,2646.58,2549.84,1093.66,5,516,17.53,2
2020/3/19,China,Rural,6309.73,347,1980.1,1,444,11.29,1
2020/8/10,Indonesia,Rural,2009.8,517.64,3269.87,4,481,12.36,0
2023/5/6,Germany,Suburban,4645.21,570.26,644.36,5,484,7.66,2
2022/6/8,Philippines,Rural,2581.08,103.04,222.42,1,437,1.68,2
2021/12/8,Germany,Forest,1919.37,581.28,719.41,1,858,1.97,2
2024/2/1,Mexico,Forest,1154.21,77.05,414.94,4,586,8.7,1
2021/10/4,Mexico,Suburban,1930,292.97,1458.79,1,194,3.96,2
2022/6/12,Brazil,Rural,1844.29,648.73,315.59,4,224,2.53,0
2023/5/26,Philippines,Rural,916.36,128.06,943.65,3,569,5.61,2
2022/11/13,Brazil,Coastal,1044.22,780.39,415.25,4,363,14.97,0
2020/8/24,China,Suburban,2202.61,244.91,773.1,5,670,1.92,0
2022/2/27,Mexico,Suburban,4614.78,407.29,991.75,4,178,9.24,0
2023/3/26,Nigeria,Forest,1583.22,900.25,1635.98,3,563,16.61,1
2021/1/24,Mexico,Rural,409.1,540.03,996.94,5,59,5.72,1
2021/6/5,India,Mountain,665.34,764.98,590.62,6,396,6.39,1
2020/3/31,Germany,Rural,2758.6,854.33,1849.48,4,166,17.74,2
2023/12/22,Mexico,Suburban,499.99,531.83,1042.86,2,460,13.18,0
2022/6/12,USA,Forest,3065.78,803.2,645.14,1,446,16.06,0
2020/1/4,Russia,Rural,2654.88,287.71,1668.28,1,880,6.14,2
2022/11/30,Brazil,Coastal,1541.88,891.03,1217.77,1,60,19.94,1
2023/1/7,USA,Urban,923.49,468.16,1563.24,2,447,3.25,2
2023/11/7,China,Forest,1374.23,1607.5,2353.78,2,657,19.26,1
2024/1/13,India,Forest,2163.73,660.88,336.74,3,941,18.09,1
2023/10/5,Germany,Suburban,516.81,333.65,4815.68,5,142,11.26,1
2021/2/7,China,Urban,4311.72,904.16,1437.4,4,151,11.91,1
2022/1/15,Nigeria,Rural,2149.43,1661.39,318.32,2,147,15.61,0
2022/6/2,Brazil,Coastal,2328.61,365.9,2578.83,4,331,6.48,0
2020/5/23,Germany,Rural,2641.73,305.42,532.92,3,856,10.79,1
2023/9/22,Brazil,Suburban,4038.84,659.43,3311.25,1,909,18.1,2
2021/11/7,USA,Urban,1933.47,424.29,360.3,2,717,1.83,2
2023/6/30,USA,Coastal,2759.77,901.02,945.81,1,706,18.16,0
2021/10/4,Philippines,Mountain,937.07,917.36,1877.63,3,470,14.71,2
2023/9/20,Nigeria,Mountain,5240.37,109.8,1688.15,4,413,15.51,2
2020/9/12,Philippines,Coastal,1837.58,1218.41,1331.48,7,260,1.76,1
2024/1/14,Russia,Mountain,932.98,259.72,2153.41,4,716,4.16,3
2021/9/7,Indonesia,Suburban,1154.46,368,682.11,2,803,18.54,1
2022/11/4,Philippines,Suburban,223.86,784.24,2244.98,2,557,2.92,2
2021/9/25,Indonesia,Suburban,1148.28,168.49,562.56,3,125,12.81,2
2023/9/27,USA,Coastal,87.3,308.79,3059.15,3,372,15.76,1
2022/4/16,USA,Rural,2900.88,149.53,611.09,1,939,5.01,1
2021/10/30,India,Rural,2278.48,1303.49,262.61,3,501,14.13,0
2022/4/4,Philippines,Urban,704.05,400.91,1709.92,3,736,1.78,1
2023/11/28,Nigeria,Rural,1605.83,131.26,1170.02,3,672,10.23,1
2021/8/28,Mexico,Rural,1662.02,143.98,1349.54,3,979,7.02,0
2023/2/9,China,Urban,573.9,1138.5,766.64,3,67,13.09,1
2020/9/17,Philippines,Forest,1397.37,234.25,1507.43,5,340,17.84,1
2021/1/27,Mexico,Forest,1701.62,359.44,2866.58,3,835,2.95,1
2022/5/11,Indonesia,Coastal,1367.49,603.86,1296.63,2,799,9.28,1
2023/9/23,Nigeria,Forest,932.16,429.35,206.88,4,247,8.75,1
2022/2/15,China,Forest,679.17,48.13,1017.42,3,211,6.81,0
2023/10/19,China,Forest,1329.47,983.24,1446.5,1,466,9.86,2
2020/12/22,Philippines,Rural,1032.68,461.22,3204.46,1,433,17.67,0
2023/6/14,China,Forest,2520.54,757.42,1773.35,4,249,19.49,0
2023/3/11,Mexico,Rural,4204.57,1043.52,483.14,3,795,0.56,1
2021/9/8,Brazil,Rural,3168.02,30.58,978.39,2,944,14.91,1
2022/4/11,Indonesia,Suburban,1744.84,1051.43,1853.05,5,901,12.49,3
2023/1/27,Russia,Urban,963.22,3240.38,1534.16,7,547,19.89,3
2020/1/1,India,Coastal,3110.06,828.67,1610.32,1,92,2.25,0
2021/9/14,China,Urban,2628.5,1627.11,268.2,4,131,16.32,2
2021/8/10,Indonesia,Suburban,4011.52,1268.74,1696.03,2,588,18.71,2
2021/3/6,Indonesia,Mountain,1935,1020.08,1232.51,3,353,18.29,1
2022/5/30,USA,Rural,5062.39,1304.68,1752.78,2,630,11.43,1
2023/4/2,Indonesia,Forest,1935.45,1482.74,1170.42,0,248,6.89,0
2023/5/27,Nigeria,Forest,959.21,1528.86,904.78,3,455,12.98,0
2023/9/2,USA,Mountain,1116.77,143.47,2287.74,4,979,6.47,0
2021/10/21,Russia,Suburban,2436.86,1368.61,1472.09,0,476,8.54,0
2022/8/10,Germany,Suburban,1030.32,454.78,320.91,0,510,9.19,1
2022/6/23,Indonesia,Coastal,5039.63,1571.67,1123.87,1,933,6.39,0
2022/6/24,Philippines,Rural,2295.8,891.01,773.43,3,529,7.17,1
2023/10/15,China,Mountain,1716.21,140.72,686.48,1,777,0.64,1
2021/3/13,Russia,Mountain,1826.48,1740.55,1514.37,2,173,6.29,0
2022/11/12,Russia,Mountain,1355.99,261.12,1177.35,5,577,9.71,1
2022/8/27,Germany,Rural,307.31,433.18,1491.85,3,687,3.87,0
2020/12/13,Brazil,Rural,1117.46,2057.74,2054.89,5,575,16.21,0
2023/9/11,Brazil,Rural,4636.36,664.8,960.82,3,88,10.98,2
2020/6/22,Russia,Rural,1973.55,414.79,1992.56,5,248,15.98,1
2021/8/4,Mexico,Urban,3416.87,543.8,592.79,4,157,3,1
2022/11/21,China,Mountain,3483.1,406.04,2376.62,7,317,16.5,0
2023/9/21,Nigeria,Urban,1617.45,1136.75,643.59,2,402,19.19,1
2023/7/20,Germany,Coastal,2658.62,418.6,372.04,4,360,7.37,0
2023/6/22,Germany,Mountain,347.51,561.29,1372.38,2,439,6.04,1
2021/11/17,Nigeria,Rural,4391.95,955.18,990.76,3,89,13.11,0
2020/7/10,Philippines,Suburban,4158.65,868.73,1090.93,2,908,12.9,0
2021/4/26,India,Suburban,2389.27,285.86,325.37,1,830,2.69,1
2023/10/9,Brazil,Rural,2026.35,1147.96,344.39,8,630,18.57,2
2021/9/27,Germany,Rural,1633.89,346.45,755.83,2,201,9.84,0
2021/4/5,Nigeria,Urban,3685.36,186.85,1742.94,1,236,15.41,2
2021/2/11,Brazil,Rural,2874.62,56.65,784.8,5,479,7.51,0
2020/10/28,Mexico,Mountain,1241.18,492.63,351.69,3,913,5.6,0
2020/2/20,Russia,Forest,598.8,78.56,2384.22,1,506,2.67,1
2020/4/4,USA,Mountain,491.71,243.73,338.13,1,802,5.85,0
2021/5/16,Russia,Suburban,3659.34,574.62,1119.24,3,276,19.87,0
2022/8/31,USA,Coastal,1606.82,1457.68,1751.17,5,477,13.33,0
2023/6/5,Germany,Mountain,2361.49,444.58,713.45,1,253,16.15,0
2020/5/29,China,Rural,1767.82,106.37,1747.98,1,828,19.19,0
2022/7/21,Nigeria,Mountain,498.43,526.86,2995.4,4,167,2.04,1
2022/4/28,China,Mountain,356.58,1413.65,1696.7,5,878,3.71,2
2023/7/13,Nigeria,Urban,1172.82,434.57,963.66,5,853,18.6,0
2023/3/24,Mexico,Forest,1255.86,1654.13,1096.27,6,443,11.51,1
2021/2/2,Philippines,Suburban,1255.22,571.61,87.24,4,271,12.88,1
2024/1/11,Indonesia,Mountain,1284.97,1054.71,631.84,0,946,8.84,1
2023/11/27,Philippines,Suburban,6042.32,709.4,95.45,2,112,16.38,2
2022/2/25,Germany,Coastal,3381.96,1592.97,450.86,3,445,10.59,1
2022/10/9,Nigeria,Mountain,1994.34,2674.84,1027.12,5,54,16.61,1
2022/3/29,India,Forest,1575.93,364.63,1305.51,1,383,19.85,1
2021/5/14,India,Suburban,1619.07,673.34,1526.43,4,341,13.11,0
2020/10/29,Brazil,Forest,2802.7,1456.86,3670.42,3,557,10.81,1
2023/9/5,Germany,Forest,1564.62,731.38,229.54,3,194,7.62,1
2023/11/9,India,Forest,3151.6,51.98,433.23,7,711,4.3,1
2020/1/12,Brazil,Forest,2155.19,441.25,1264.07,5,208,13.3,1
2020/8/6,Indonesia,Suburban,6077.82,725.93,1865.01,1,971,1.72,0
2022/5/20,Germany,Suburban,1492.87,1937.32,563.51,3,830,19.15,0
2021/3/24,Germany,Urban,3545.72,641.06,1181.28,5,880,13.13,2
2020/12/26,India,Forest,652.36,225.46,1333.47,5,60,19.21,2
2023/11/26,Russia,Urban,984.12,741.12,3208.74,6,118,5.81,0
2022/11/26,USA,Mountain,5560.01,1791.59,268.51,2,753,18.96,1
2022/8/9,Indonesia,Mountain,3061.15,307.67,1491.35,4,663,12.44,0
2020/4/12,China,Urban,2391.98,351.17,1907.05,6,593,16.3,1
2023/2/15,Indonesia,Rural,7093.22,312.8,1609.82,1,251,3.99,2
2021/5/25,China,Forest,1593.38,127.3,2567.5,1,315,10.25,1
2020/9/5,Brazil,Forest,3540.05,615.47,353.18,1,157,11.59,1
2022/7/23,Nigeria,Mountain,3716.78,551.71,68.28,3,103,8.16,1
2020/9/30,China,Suburban,4789.81,62.46,2463.22,4,387,5.44,0
2022/8/9,Brazil,Urban,581.56,246.21,743.33,2,239,18.14,0
2023/9/29,Nigeria,Forest,1585.23,690.75,966.55,2,288,2.16,4
2022/12/23,Indonesia,Mountain,2128.14,1034.41,1071.4,3,392,3.5,1
2023/2/18,India,Forest,4738.54,1272.83,1138.3,5,899,6.75,1
2023/5/4,Russia,Suburban,2323.42,1103.74,2051.79,5,340,18.44,1
2021/10/11,China,Urban,3722.16,582.41,1453.02,2,372,11.5,4
2022/6/25,USA,Rural,531.1,100.26,252.04,5,370,7.78,0
2023/6/8,Russia,Coastal,1311.27,469.94,950.5,1,834,8.35,1
2024/1/13,Brazil,Mountain,4148.25,10.98,1312.08,1,91,16.84,0
2022/10/30,Brazil,Mountain,1453.07,693.69,1559.6,4,247,1.02,0
2022/5/23,India,Coastal,1686.86,296.44,899.62,3,938,0.72,1
2023/1/27,USA,Coastal,4688.95,28.95,626.37,4,682,1.4,0
2022/7/2,Germany,Mountain,794.93,809.21,2135.95,4,956,9.65,2
2020/11/21,Brazil,Rural,970.38,1775.26,728.38,5,895,11.83,2
2022/8/30,Indonesia,Mountain,475.64,80.17,1681.09,0,333,12.68,0
2022/7/10,Philippines,Coastal,4812.25,866.74,2021.43,6,856,14.76,0
2021/6/14,USA,Forest,3339.79,395.63,1254.02,3,231,4.2,2
2021/5/21,Mexico,Urban,3282.56,260.86,560.89,4,661,5.61,1
2023/7/29,Germany,Suburban,1281.5,261.51,1460.43,1,60,5.25,0
2021/7/21,India,Forest,439.4,395.53,817.12,1,932,3.41,0
2022/12/3,India,Rural,317.11,394.08,4627.55,3,794,5.27,0
2022/9/19,Nigeria,Mountain,4168.59,561.22,1936.8,6,491,12.47,0
2023/7/7,Brazil,Suburban,2505.81,233.14,1885.53,6,678,7.65,0
2021/5/4,Russia,Mountain,2850.97,291.34,2381.63,2,473,15.47,1
2021/7/16,Indonesia,Urban,2056.68,935.78,102.57,7,549,10.96,1
2022/6/19,Germany,Suburban,870.49,209.63,952.78,1,437,4.63,2
2020/6/7,Brazil,Forest,1329.94,733.59,2287.39,2,625,9.61,0
2024/1/1,USA,Urban,688.45,416.37,626.51,4,737,12.07,2
2021/8/8,Russia,Rural,609.35,335.7,205.79,3,503,17.39,1
2021/4/25,Brazil,Forest,3155.53,2217.4,1155.67,7,644,16.76,1
2021/7/10,Brazil,Suburban,350.19,131.29,444.17,2,976,8.82,2
2021/11/18,Brazil,Forest,692.83,1868.4,501.09,1,51,13.13,1
2021/10/16,Nigeria,Rural,1393.16,1158.9,896.21,1,860,6.31,2
2023/1/11,Nigeria,Mountain,1806.44,304.87,312.82,6,778,12.84,2
2020/6/14,China,Mountain,469.55,1185.64,854.55,1,291,18.3,0
2020/10/10,Indonesia,Coastal,2302.44,2.59,1271.2,1,858,12.68,1
2020/11/4,Russia,Mountain,1972.77,274.49,3943.23,1,109,6.42,0
2021/4/18,Indonesia,Urban,4120.88,213.07,677,3,417,13.06,1
2022/2/23,Indonesia,Rural,1829.59,817.45,912.81,4,764,18.1,0
2023/11/22,Brazil,Mountain,2471.05,1051.05,1631.77,2,991,3.17,1
2020/11/8,Mexico,Forest,914.74,806.18,769.96,3,89,9.91,0
2023/12/17,Philippines,Suburban,948.99,653.06,590.01,4,364,6.76,1
2021/3/14,India,Rural,521.37,1248.96,2308.26,3,606,5.21,1
2020/5/11,Philippines,Mountain,922.63,1111.57,3071.58,3,347,8.23,1
2022/4/29,Indonesia,Urban,1314.15,296.98,761.34,2,680,8.18,0
2022/4/14,Germany,Coastal,3852.18,333.94,576.23,3,966,4.6,0
2021/11/8,Nigeria,Coastal,804.12,1061.09,497.97,4,692,8.37,0
2023/1/16,USA,Suburban,6253.12,556.16,1675.18,3,499,12.86,1
2022/8/12,Indonesia,Suburban,2626.06,592.09,2562.52,3,444,1,1
2022/5/1,Russia,Suburban,2259.99,664.2,1409.64,2,841,19.79,0
2020/5/7,Philippines,Rural,1723.87,56.14,1720.14,4,611,6.27,0
2021/2/27,Germany,Suburban,1484,282.69,2187.2,4,137,12.66,0
2022/5/10,USA,Suburban,1045.58,877.99,3130.06,2,582,6.03,0
2022/3/8,Brazil,Urban,449.97,280.11,1447.77,6,970,8.17,0
2023/4/11,Brazil,Urban,829.53,464.1,732.04,1,437,11.21,0
2023/11/25,Indonesia,Urban,4804.67,873.23,1806.72,3,793,12.43,2
2020/2/10,Brazil,Suburban,2514.42,1304.49,2370.33,3,430,15.52,0
2023/3/25,Philippines,Mountain,4776.69,1428.56,832.43,4,604,15.94,2
2022/2/18,Russia,Suburban,1022.86,1492.02,96.79,4,480,10.61,2
2022/9/3,Nigeria,Coastal,669.89,507.56,714.55,6,584,1.98,2
2020/1/13,Russia,Urban,1711.06,458.76,309.71,1,265,11.38,2
2021/12/21,Nigeria,Forest,857.16,153.69,746.75,4,326,9.81,2
2021/9/3,Indonesia,Suburban,1987.07,1783.01,967.17,2,243,4.7,2
